,hour,generated_power,temperatureC,dewpointC,pressurehPa,wind_direction_degrees,wind_speed_KMH,wind_speed_gustKMH,Humidity,hourly_precipMM,daily_rainMM,solar_radiation_Watts_m2
512,23,0,11,9,1031,333,4,6,88,0,0,0
513,0,0,10,9,1031,333,4,9,90,0,0,0
514,1,0,10,9,1031,333,1,6,91,0,0,0
515,2,0,9,8,1031,333,0,4,92,0,0,0
516,3,0,9,8,1031,333,4,4,93,0,0,0
517,4,0,9,8,1031,333,4,4,94,0,0,0
518,5,0,9,8,1031,343,3,8,94,0,0,0
519,6,0,9,8,1032,351,4,12,94,0,0,0
520,8,147,8,7,1033,5,1,8,94,0,0,49
521,9,267,9,7,1034,339,6,17,90,0,0,229
522,10,1204,11,7,1034,9,0,14,80,0,0,371
523,11,2955,12,7,1034,325,0,24,72,0,0,461
524,12,3689,14,6,1033,348,17,22,61,0,0,513
525,13,3559,15,6,1032,5,0,16,57,0,0,506
526,14,2647,16,7,1032,341,4,17,56,0,0,415
527,15,1001,16,7,1031,336,6,17,57,0,0,290
528,16,443,15,6,1032,333,3,17,56,0,0,116
529,17,110,14,7,1032,326,4,17,60,0,0,16
530,21,0,11,6,1034,5,3,6,72,0,0,0
531,22,0,10,6,1034,5,0,4,75,0,0,0
532,23,0,10,6,1034,5,4,6,75,0,0,0
533,0,0,10,6,1034,5,0,3,77,0,0,0
534,1,0,10,5,1034,5,0,1,75,0,0,0
535,2,0,10,4,1034,55,0,4,67,0,0,0
536,3,0,9,4,1034,80,4,14,72,0,0,0
537,4,0,9,3,1034,94,11,16,68,0,0,0
538,5,0,9,3,1034,90,4,19,64,0,0,0
539,6,0,9,3,1034,71,8,17,66,0,0,0
540,8,143,9,2,1034,88,0,4,64,0,0,54
541,9,224,10,3,1034,113,0,22,59,0,0,232
542,10,1459,12,2,1034,94,25,40,53,0,0,367
543,11,2990,13,3,1034,55,11,27,49,0,0,466
544,12,3777,14,2,1033,93,17,25,45,0,0,515
545,13,3647,15,2,1032,88,1,22,42,0,0,515
546,14,2528,15,2,1031,90,3,20,41,0,0,427
547,15,944,16,2,1030,103,0,14,40,0,0,315
548,16,457,16,2,1030,92,3,6,41,0,0,169
549,17,125,14,3,1030,96,1,4,47,0,0,19
550,21,0,12,3,1030,95,1,19,54,0,0,0
551,22,0,12,3,1029,95,1,3,55,0,0,0
552,23,0,11,3,1029,96,1,3,57,0,0,0
553,0,0,11,3,1028,103,0,1,59,0,0,0
554,1,0,10,3,1027,107,0,0,63,0,0,0
555,2,0,10,3,1027,119,0,3,65,0,0,0
556,3,0,8,3,1027,118,0,0,69,0,0,0
557,4,0,8,3,1026,119,0,1,70,0,0,0
558,5,0,8,3,1026,126,0,1,72,0,0,0
559,6,0,7,3,1026,126,0,0,76,0,0,0
560,8,203,8,3,1026,117,0,1,75,0,0,58
561,9,390,9,4,1026,133,0,3,70,0,0,227
562,10,1551,11,5,1026,98,0,6,67,0,0,308
563,11,3041,13,5,1026,95,0,9,61,0,0,469
564,12,3491,15,5,1025,112,3,9,54,0,0,490
565,13,3127,16,5,1024,113,0,0,48,0,0,448
566,15,1156,16,5,1023,250,0,11,47,0,0,292
567,16,456,16,4,1023,273,0,9,46,0,0,155
568,17,158,15,4,1022,270,0,0,49,0,0,25
569,21,0,11,6,1022,270,0,0,70,0,0,0
570,23,0,9,6,1022,121,0,11,81,0,0,0
571,0,0,9,6,1021,124,0,9,82,0,0,0
572,1,0,9,6,1021,130,12,14,81,0,0,0
573,2,0,9,6,1020,128,6,14,83,0,0,0
574,3,0,9,6,1020,123,0,11,83,0,0,0
575,4,0,10,7,1019,125,0,9,82,0,0,0
576,5,0,10,7,1019,133,3,12,80,0,0,0
577,6,0,10,7,1018,137,0,11,82,0,0,0
578,8,193,10,8,1018,137,6,8,86,0,0,40
579,9,311,12,10,1017,165,9,19,88,0,0,44
580,10,1225,12,10,1017,173,9,24,86,0,0,181
581,11,544,13,10,1017,153,16,29,81,0,0,81
582,12,645,13,10,1016,211,20,38,78,0,0,105
583,13,604,13,10,1014,164,17,30,81,0,0,79
584,14,175,13,10,1012,156,16,37,80,0,0,25
585,15,95,12,11,1012,201,16,57,93,25,7,11
586,16,67,12,12,1010,209,12,51,94,0,10,7
587,21,0,12,8,1013,311,14,25,78,0,30,0
588,22,0,11,6,1014,285,6,25,72,0,30,0
589,23,0,10,6,1015,268,3,16,75,0,31,0
590,0,0,10,7,1016,317,4,9,80,0,0,0
591,1,0,10,6,1016,277,3,30,73,0,0,0
592,3,0,8,6,1018,313,0,3,87,0,0,0
593,4,0,10,7,1018,274,1,9,82,0,0,0
594,5,0,9,6,1019,304,0,4,79,0,0,0
595,6,0,8,7,1020,311,0,0,88,0,1,0
596,10,2063,12,7,1023,269,11,17,73,0,1,364
597,11,1269,12,7,1023,267,4,14,72,0,1,299
598,12,3286,12,8,1024,252,1,12,76,0,1,299
599,15,999,12,9,1023,203,4,14,79,0,1,163
600,16,403,13,10,1024,224,12,17,81,0,1,60
601,17,76,12,10,1024,188,11,16,85,0,1,21
602,21,0,11,11,1025,162,3,9,94,0,3,0
603,22,0,12,10,1025,213,9,32,90,0,3,0
604,23,0,12,11,1025,232,6,20,91,0,3,0
605,0,0,12,11,1025,223,8,14,92,0,0,0
606,2,0,12,11,1025,212,3,19,93,0,0,0
607,3,0,12,11,1025,229,3,16,91,0,0,0
608,4,0,12,11,1025,185,6,16,92,0,1,0
609,5,0,13,12,1025,211,11,22,92,0,1,0
610,6,0,12,11,1025,178,11,16,91,0,1,0
611,8,97,13,12,1026,206,9,19,94,0,1,12
612,9,477,13,12,1026,194,8,19,92,0,1,70
613,10,478,13,12,1026,237,17,32,92,0,1,74
614,11,967,13,12,1027,223,6,16,93,0,1,123
615,12,1181,14,12,1026,197,8,25,91,0,1,239
616,13,1059,14,12,1026,200,11,24,92,0,1,162
617,14,672,14,12,1025,228,3,24,93,0,1,116
618,15,357,14,12,1024,212,8,25,93,0,1,77
619,16,474,14,12,1024,188,8,29,93,0,1,72
620,17,164,13,12,1024,192,20,20,92,0,1,28
621,21,0,13,12,1025,234,3,22,96,0,2,0
622,22,0,13,12,1024,221,11,35,97,0,3,0
623,23,0,13,12,1024,209,8,29,100,0,3,0
624,0,0,13,12,1023,205,3,25,95,0,0,0
625,1,0,13,12,1022,222,8,29,93,0,0,0
626,2,0,13,12,1022,208,11,27,93,0,0,0
627,3,0,13,12,1022,226,17,25,88,0,0,0
628,4,0,14,11,1021,216,11,33,86,0,0,0
629,5,0,14,12,1020,211,8,25,87,0,0,0
630,6,0,13,12,1020,178,11,24,94,0,0,0
631,9,65,13,12,1020,215,11,30,96,4,8,9
632,10,112,13,13,1021,263,6,33,97,6,11,14
633,11,118,13,13,1021,200,6,25,97,0,13,19
634,12,277,13,13,1021,246,25,35,97,1,15,40
635,13,200,13,13,1021,250,6,24,97,0,16,23
636,14,274,13,13,1020,286,11,20,97,1,16,54
637,15,204,13,12,1021,251,3,20,91,0,18,28
638,16,121,13,12,1021,300,11,32,92,2,19,16
639,21,0,12,11,1022,261,11,19,92,0,26,0
640,22,0,13,11,1022,278,9,19,89,0,26,0
641,23,0,13,11,1022,268,9,17,90,0,26,0
642,0,0,13,11,1021,261,9,16,90,0,0,0
643,1,0,13,11,1020,246,11,12,90,0,0,0
644,2,0,13,11,1020,251,8,30,89,0,0,0
645,3,0,13,12,1019,246,3,24,94,0,0,0
646,4,0,13,12,1018,188,4,22,94,0,0,0
647,5,0,13,12,1017,173,4,22,96,1,2,0
648,6,0,13,13,1016,218,16,32,97,1,3,0
649,8,21,14,13,1016,202,16,29,98,2,6,5
650,9,166,14,13,1017,250,4,25,98,0,6,26
651,10,929,14,13,1017,289,17,30,98,0,6,139
652,11,363,14,13,1018,261,14,24,97,0,7,47
653,13,361,14,13,1016,268,1,22,96,0,8,54
654,14,293,14,13,1016,249,12,27,95,0,8,42
655,15,246,14,13,1016,258,12,30,95,0,8,40
656,16,215,13,13,1016,232,9,37,96,0,8,37
657,17,58,13,13,1016,244,6,37,97,0,8,7
658,21,0,13,13,1016,280,9,19,96,0,8,0
659,22,0,13,13,1015,237,24,24,97,5,9,0
660,23,0,13,13,1015,244,8,20,97,0,9,0
661,0,0,13,13,1015,235,0,20,98,1,1,0
662,1,0,13,13,1015,234,8,27,98,3,2,0
663,2,0,13,13,1014,256,16,30,98,1,3,0
664,3,0,13,13,1014,255,0,33,98,8,8,0
665,4,0,13,13,1013,296,4,24,98,0,9,0
666,5,0,13,13,1013,266,0,0,98,4,0,0
667,6,0,13,13,1013,257,0,0,99,0,0,0
668,8,67,13,13,1015,261,0,0,98,0,0,11
669,9,316,13,13,1015,280,0,0,98,0,0,40
670,10,263,13,13,1015,319,4,19,98,0,14,37
671,11,867,13,13,1016,256,11,27,97,0,14,142
672,12,2008,14,13,1016,271,9,25,95,0,14,287
673,13,1311,14,12,1016,266,16,22,92,0,15,221
674,14,604,14,12,1016,307,12,25,90,0,15,105
675,15,929,13,12,1016,246,12,24,93,0,15,114
676,16,271,13,12,1016,263,12,19,93,0,15,39
677,17,55,12,11,1017,284,0,8,94,0,15,11
678,21,0,12,11,1016,205,4,27,91,1,16,0
679,22,0,13,11,1016,180,9,22,92,0,17,0
680,23,0,13,12,1015,213,8,24,95,1,17,0
681,0,0,13,13,1015,198,4,25,97,2,0,0
682,1,0,14,13,1015,211,6,27,98,2,2,0
683,2,0,14,13,1014,220,8,19,98,0,2,0
684,3,0,14,13,1013,243,9,29,98,0,3,0
685,5,0,14,13,1012,250,0,33,98,2,8,0
686,6,0,14,13,1012,282,3,9,98,6,15,0
687,9,63,14,14,1011,248,0,6,99,18,29,7
688,10,109,14,14,1011,193,0,3,99,1,34,19
689,11,196,14,14,1011,249,0,1,99,7,37,30
690,13,212,14,14,1012,252,0,0,99,1,49,28
691,14,263,14,14,1011,273,0,0,99,0,52,37
692,15,107,14,14,1011,257,0,0,99,0,53,18
693,16,56,14,14,1012,279,0,3,99,1,55,7
694,17,47,14,14,1012,262,0,3,99,4,56,7
695,17,230,10,5,1028,296,0,0,68,0,0,33
696,21,0,8,5,1028,325,0,0,80,0,0,0
697,22,0,7,5,1028,125,0,0,82,0,0,0
698,23,0,7,4,1027,118,0,0,82,0,0,0
699,0,0,7,4,1027,132,0,0,83,0,0,0
700,2,0,5,3,1026,130,0,0,87,0,0,0
701,3,0,4,3,1025,130,0,0,90,0,0,0
702,4,0,4,3,1025,130,0,0,90,0,0,0
703,5,0,4,2,1024,130,0,0,89,0,0,0
704,6,0,4,3,1024,130,0,0,88,0,0,0
705,8,200,6,3,1024,119,0,0,84,0,0,26
706,9,848,7,4,1023,121,0,0,82,0,0,121
707,10,1019,8,5,1022,135,0,0,82,0,0,155
708,11,819,9,6,1022,138,0,0,81,0,0,121
709,12,664,10,6,1021,171,9,19,78,0,0,98
710,13,1195,10,7,1019,169,8,12,81,0,0,190
711,14,678,9,7,1018,146,25,25,92,1,1,100
712,15,157,9,8,1017,131,12,29,94,5,5,21
713,16,52,8,7,1019,327,4,9,94,4,18,7
714,17,131,8,7,1018,328,0,3,94,1,22,14
715,21,0,7,6,1019,319,0,0,94,0,24,0
716,22,0,7,6,1020,326,0,0,93,0,24,0
717,23,0,7,6,1020,326,0,0,93,0,24,0
718,0,0,6,5,1020,326,0,0,93,0,0,0
719,1,0,6,5,1020,326,0,0,92,0,0,0
720,2,0,6,5,1020,326,0,3,92,0,0,0
721,3,0,5,4,1020,326,0,6,92,0,0,0
722,4,0,5,4,1020,326,0,0,92,0,0,0
723,5,0,5,4,1021,326,3,8,91,0,0,0
724,6,0,5,3,1021,327,0,6,92,0,0,0
725,7,13,4,2,1021,327,0,0,92,0,0,7
726,8,229,6,5,1022,327,0,0,93,0,0,116
727,9,321,7,5,1022,327,4,6,85,0,0,302
728,10,2724,8,4,1022,355,3,9,78,0,0,446
729,11,4221,9,3,1022,36,0,16,65,0,0,543
730,12,4806,10,2,1022,345,8,22,61,0,0,584
731,14,2197,11,3,1021,344,0,9,61,0,0,262
732,15,1069,11,5,1021,300,4,27,66,0,0,401
733,16,525,10,5,1021,312,8,20,69,0,0,229
734,17,279,10,5,1022,329,8,20,71,0,0,47
735,21,0,7,4,1024,325,0,3,83,0,0,0
736,22,0,6,3,1024,331,0,3,83,0,0,0
737,0,0,5,3,1025,331,0,0,86,0,0,0
738,1,0,5,2,1025,346,0,4,85,0,0,0
739,2,0,5,2,1025,355,0,0,85,0,0,0
740,3,0,4,2,1025,66,0,0,84,0,0,0
741,4,0,5,2,1026,57,0,4,80,0,0,0
742,5,0,3,2,1026,57,0,0,87,0,0,0
743,6,0,3,1,1027,57,0,1,84,0,0,0
744,7,27,3,1,1027,57,0,0,87,0,0,5
745,8,203,5,2,1028,57,0,4,78,0,0,113
746,9,362,7,2,1028,65,0,6,74,0,0,264
747,10,2878,9,2,1029,64,4,8,64,0,0,448
748,11,2619,11,3,1029,88,0,11,59,0,0,633
749,12,4756,11,2,1028,324,9,14,53,0,0,594
750,13,4005,12,1,1027,307,16,19,47,0,0,577
751,14,3197,12,2,1027,318,8,17,51,0,0,522
752,15,1017,12,5,1026,300,17,19,61,0,0,406
753,16,654,12,5,1026,342,9,22,65,0,0,213
754,17,281,11,5,1026,330,3,14,65,0,0,56
755,21,0,8,5,1028,339,0,4,78,0,0,0
756,23,0,7,5,1028,339,0,0,82,0,0,0
757,0,0,6,5,1028,340,0,0,86,0,0,0
758,1,0,6,4,1028,339,0,0,87,0,0,0
759,2,0,6,4,1028,340,0,3,84,0,0,0
760,3,0,5,3,1028,340,0,1,85,0,0,0
761,4,0,5,3,1028,340,0,0,83,0,0,0
762,5,0,6,3,1029,99,0,6,81,0,0,0
763,6,0,7,2,1029,114,0,9,71,0,0,0
764,7,39,6,2,1029,114,0,1,76,0,0,5
765,8,188,7,3,1030,114,0,0,72,0,0,116
766,9,257,10,3,1030,74,3,12,62,0,0,301
767,10,2928,12,3,1031,98,6,19,55,0,0,450
768,11,4296,14,3,1030,84,12,19,50,0,0,541
769,12,4755,15,2,1030,107,0,12,41,0,0,591
770,14,3170,16,2,1027,71,3,17,37,0,0,517
771,15,880,17,3,1027,79,0,12,39,0,0,401
772,16,469,15,8,1026,307,8,17,63,0,0,246
773,17,311,14,9,1026,329,12,14,71,0,0,60
774,21,0,11,8,1026,126,0,0,81,0,0,0
775,23,0,13,5,1026,125,3,4,57,0,0,0
776,0,0,13,2,1026,69,8,17,47,0,0,0
777,1,0,12,2,1026,84,4,9,50,0,0,0
778,2,0,10,3,1025,105,0,6,59,0,0,0
779,3,0,11,3,1024,39,0,9,57,0,0,0
780,4,0,10,3,1023,44,4,4,60,0,0,0
781,6,0,11,3,1023,97,0,11,61,0,0,0
782,7,38,11,3,1023,98,11,12,61,0,0,5
783,8,521,11,3,1023,94,4,9,63,0,0,83
784,9,1137,12,5,1023,124,12,17,61,0,0,207
785,10,2352,13,5,1023,115,9,16,62,0,0,327
786,11,2919,15,5,1023,106,0,19,53,0,0,392
787,12,3079,16,5,1022,122,0,16,50,0,0,427
788,13,2686,16,5,1021,157,0,8,48,0,0,396
789,15,1597,16,2,1020,215,4,6,41,0,0,271
790,16,1038,16,3,1020,327,1,6,43,0,0,192
791,17,393,15,7,1021,339,0,0,59,0,0,70
792,21,0,11,5,1022,341,0,0,68,0,0,0
793,22,0,11,6,1022,47,0,6,72,0,0,0
794,23,0,9,6,1022,347,0,0,79,0,0,0
795,0,0,9,6,1021,347,0,0,78,0,0,0
796,1,0,10,5,1021,9,3,6,74,0,0,0
797,2,0,8,5,1021,117,0,4,82,0,0,0
798,3,0,8,5,1020,120,0,12,84,0,0,0
799,4,0,7,5,1020,107,0,11,84,0,0,0
800,5,0,7,5,1021,107,0,0,84,0,0,0
801,6,0,6,5,1021,115,3,4,86,0,0,0
802,7,81,6,5,1021,115,0,3,87,0,0,11
803,8,646,7,5,1022,115,0,4,86,0,0,137
804,9,843,9,6,1022,120,3,6,79,0,0,130
805,10,2543,12,7,1023,120,0,0,75,0,0,390
806,12,4448,13,8,1023,327,9,16,73,0,0,485
807,13,3424,14,9,1023,271,6,14,71,0,0,506
808,14,3106,14,9,1023,289,4,14,74,0,0,512
809,15,892,13,10,1023,252,3,12,78,0,0,420
810,16,1005,13,9,1023,257,11,14,76,0,0,113
811,21,0,11,10,1026,313,3,4,90,0,0,0
812,22,0,10,9,1027,317,3,8,91,0,0,0
813,23,0,10,8,1027,317,0,0,88,0,0,0
814,0,0,10,7,1027,317,0,0,86,0,0,0
815,1,0,9,8,1027,317,0,0,90,0,0,0
816,2,0,10,8,1028,317,0,0,89,0,0,0
817,3,0,10,8,1027,317,0,0,90,0,0,0
818,4,0,9,8,1027,317,0,0,92,0,0,0
819,5,0,9,8,1028,317,0,0,92,0,0,0
820,6,0,9,8,1028,317,0,0,92,0,0,0
821,8,272,10,8,1029,317,0,4,90,0,0,32
822,9,777,11,8,1029,317,0,1,88,0,0,111
823,11,1052,12,8,1029,311,3,6,81,0,0,165
824,12,1986,12,10,1029,201,3,9,83,0,0,272
825,13,1523,12,9,1029,225,4,14,80,0,0,294
826,14,1552,12,9,1028,268,6,14,79,0,0,230
827,15,1098,12,8,1028,281,3,14,74,0,0,160
828,16,803,12,8,1028,263,6,12,75,0,0,127
829,17,307,12,7,1027,263,0,9,74,0,0,51
830,21,0,12,6,1026,250,0,4,70,0,0,0
831,23,0,11,7,1025,235,4,11,73,0,0,0
832,0,0,11,7,1024,182,6,9,75,0,0,0
833,1,0,10,7,1023,132,4,12,79,0,0,0
834,2,0,10,7,1022,131,1,14,79,0,0,0
835,4,0,10,7,1021,148,1,16,83,0,0,0
836,5,0,10,7,1020,128,11,17,85,0,0,0
837,6,0,9,8,1019,132,0,12,92,0,0,0
838,7,65,9,8,1018,171,9,14,93,2,1,9
839,8,161,10,9,1017,123,6,24,94,0,5,14
840,9,257,10,10,1017,294,6,20,94,12,12,40
841,10,798,10,10,1017,203,1,9,95,6,15,123
842,11,2012,11,10,1017,171,0,12,94,0,15,287
843,12,726,10,10,1016,220,3,16,94,1,21,105
844,13,1686,12,10,1015,202,6,16,89,0,21,227
845,14,508,11,10,1014,184,3,22,93,5,24,74
846,15,1025,11,10,1013,197,6,14,93,0,28,151
847,16,176,11,10,1013,191,1,16,93,0,30,14
848,17,551,12,11,1013,234,14,20,92,0,30,76
849,21,0,10,9,1017,327,6,16,91,0,30,0
850,22,0,10,9,1018,319,8,9,91,0,30,0
851,23,0,10,8,1018,311,0,0,92,0,30,0
852,0,0,10,8,1019,311,0,0,92,0,0,0
853,1,0,10,9,1019,311,0,0,93,0,0,0
854,2,0,10,9,1019,311,0,0,92,0,0,0
855,3,0,10,8,1020,337,6,16,92,0,0,0
856,4,0,10,8,1020,332,0,0,93,0,0,0
857,5,0,9,8,1020,332,0,0,94,0,0,0
858,6,0,9,8,1021,292,0,0,94,1,0,0
859,7,90,10,8,1021,292,0,0,94,0,0,14
860,8,561,10,9,1022,292,0,0,93,0,0,84
861,9,779,11,10,1022,292,3,4,87,0,0,120
862,10,1153,11,9,1022,311,0,4,89,1,1,167
863,11,1125,12,10,1022,310,1,8,86,0,1,195
864,12,2861,12,8,1022,266,12,19,78,0,1,243
865,13,5333,13,9,1021,265,17,19,79,0,1,782
866,14,2237,12,8,1021,248,16,20,76,0,1,332
867,15,962,12,9,1021,247,11,16,79,0,1,148
868,16,514,12,8,1021,268,3,17,79,0,1,90
869,17,432,11,10,1021,250,6,20,88,0,1,65
870,21,0,11,10,1020,232,3,6,89,0,1,0
871,22,0,11,10,1019,167,6,11,92,0,1,0
872,23,0,11,10,1018,205,0,9,93,5,2,0
873,0,0,11,10,1017,192,3,16,94,0,0,0
874,1,0,11,10,1016,216,8,14,94,0,0,0
875,2,0,11,10,1015,193,12,14,94,15,1,0
876,3,0,10,10,1013,205,9,16,95,1,5,0
877,4,0,10,10,1012,198,3,17,96,2,6,0
878,5,0,10,10,1011,185,8,24,96,0,6,0
879,6,0,10,10,1009,194,8,24,96,3,8,0
880,8,137,9,8,1008,306,1,12,95,5,15,12
881,9,135,9,8,1007,311,4,16,96,4,19,18
882,10,261,8,7,1007,263,9,22,95,2,25,40
883,11,490,8,7,1006,296,0,6,94,1,29,77
884,12,585,8,7,1005,292,0,0,91,0,29,81
885,13,291,6,5,1004,333,0,4,92,6,37,40
886,14,284,6,5,1004,318,0,8,92,2,41,37
887,15,250,6,5,1003,32,0,0,92,1,46,37
888,16,46,6,5,1003,315,1,16,92,5,52,5
889,17,73,6,5,1003,291,0,45,91,5,58,9
890,21,0,7,5,1004,348,9,20,87,0,62,0
891,22,0,7,4,1005,305,0,1,84,0,62,0
892,23,0,5,3,1006,327,17,37,89,1,63,0
893,0,0,6,3,1005,333,0,16,86,0,0,0
894,1,0,5,3,1006,317,25,41,87,3,0,0
895,2,0,5,3,1006,288,11,25,90,0,1,0
896,3,0,4,3,1005,336,0,0,91,0,2,0
897,4,0,4,3,1005,270,0,0,92,1,3,0
898,5,0,4,2,1005,334,4,29,90,0,6,0
899,6,0,4,2,1006,332,0,0,91,0,6,0
900,8,210,4,2,1007,289,0,14,91,1,8,26
901,9,476,4,2,1008,319,4,41,88,2,9,69
902,10,4312,6,4,1008,338,16,24,88,0,9,411
903,11,4344,7,4,1008,327,16,17,81,0,9,295
904,12,5294,8,4,1007,292,8,25,75,0,9,636
905,13,4831,8,5,1007,302,16,38,80,0,9,661
906,14,913,7,5,1007,296,4,37,83,0,11,162
907,15,1460,9,5,1007,342,24,40,79,0,11,571
908,16,1101,8,5,1007,323,16,32,79,0,11,93
909,17,192,7,4,1007,317,17,41,83,0,12,21
910,21,0,6,5,1009,304,0,1,88,0,14,0
911,22,0,7,5,1010,321,6,20,89,0,15,0
912,23,0,7,6,1010,329,0,0,90,0,15,0
913,0,0,7,6,1010,331,0,1,89,0,0,0
914,1,0,7,5,1010,331,0,0,90,0,0,0
915,2,0,6,5,1010,331,0,0,91,0,0,0
916,3,0,6,5,1010,331,0,0,91,0,0,0
917,4,0,6,4,1011,331,0,0,89,0,0,0
918,5,0,6,4,1011,355,0,0,83,0,0,0
919,6,0,6,3,1012,355,0,0,86,0,0,0
920,7,105,5,3,1013,355,0,0,88,0,0,21
921,8,843,7,5,1014,332,0,6,86,0,0,204
922,9,1595,7,5,1015,325,0,0,85,0,0,218
923,10,1879,9,6,1015,0,1,6,82,0,0,295
924,11,1721,11,6,1015,0,0,12,76,0,0,323
925,12,3711,11,6,1015,338,4,14,73,0,0,555
926,13,4049,11,6,1015,332,19,37,72,0,0,698
927,14,1790,11,6,1015,331,27,33,68,0,0,705
928,15,1602,11,6,1015,298,20,40,69,0,0,580
929,16,285,11,6,1015,5,12,32,69,0,0,53
930,17,237,10,5,1016,340,22,33,74,0,0,35
931,21,0,8,4,1019,331,8,20,77,0,0,0
932,22,0,8,3,1019,337,0,3,76,0,0,0
933,23,0,7,4,1020,328,8,17,79,0,0,0
934,0,0,7,3,1020,309,0,0,80,0,0,0
935,1,0,7,3,1020,327,1,1,81,0,0,0
936,2,0,6,3,1021,329,0,0,82,0,0,0
937,3,0,6,3,1021,329,0,0,83,0,0,0
938,4,0,6,3,1021,329,0,0,86,0,0,0
939,5,0,5,3,1022,330,0,0,86,0,0,0
940,6,0,5,3,1022,330,0,0,87,0,0,0
941,7,103,5,3,1023,331,0,0,86,0,0,19
942,8,250,6,3,1024,5,0,3,83,0,0,192
943,9,370,8,5,1024,355,0,4,79,0,0,367
944,10,3695,9,5,1025,317,1,14,72,0,0,506
945,11,4947,11,5,1025,40,0,3,64,0,0,603
946,12,5171,12,5,1025,329,8,14,60,0,0,635
947,13,4634,13,4,1025,302,1,19,55,0,0,633
948,14,3153,14,7,1024,245,11,24,65,0,0,564
949,15,1060,14,7,1025,311,9,20,64,0,0,318
950,16,536,14,7,1025,296,3,20,64,0,0,295
951,17,377,14,7,1025,317,0,6,66,0,0,95
952,18,20,13,7,1026,315,6,6,72,0,0,5
953,21,0,10,6,1027,324,0,0,76,0,0,0
954,22,0,10,6,1028,324,0,0,74,0,0,0
955,23,0,9,6,1028,324,0,0,81,0,0,0
956,0,0,7,5,1029,320,0,0,83,0,0,0
957,1,0,7,5,1028,46,1,3,81,0,0,0
958,2,0,7,5,1028,123,1,3,86,0,0,0
959,3,0,6,5,1028,123,0,0,87,0,0,0
960,4,0,6,4,1029,123,0,0,88,0,0,0
961,5,0,5,3,1029,123,0,0,88,0,0,0
962,6,0,5,3,1029,123,0,0,90,0,0,0
963,7,104,5,3,1029,123,0,0,90,0,0,18
964,8,256,7,5,1030,123,0,0,85,0,0,176
965,9,375,10,6,1030,123,0,0,74,0,0,366
966,10,3688,11,4,1031,123,0,3,61,0,0,499
967,11,4869,12,5,1031,319,0,6,59,0,0,599
968,12,4977,14,6,1031,281,0,9,59,0,0,638
969,13,4633,13,6,1030,301,0,9,63,0,0,643
970,14,3122,14,5,1029,282,0,17,55,0,0,563
971,15,919,13,7,1029,307,8,22,66,0,0,454
972,16,530,13,8,1030,314,1,19,74,0,0,288
973,17,371,12,9,1030,301,1,19,82,0,0,46
974,21,0,11,9,1030,319,0,6,88,0,0,0
975,22,0,11,9,1031,319,0,0,88,0,0,0
976,23,0,11,8,1030,319,0,0,88,0,0,0
977,0,0,10,8,1030,319,0,0,88,0,0,0
978,1,0,11,9,1030,319,0,0,89,0,0,0
979,2,0,10,9,1030,319,0,0,92,0,0,0
980,3,0,10,9,1029,319,0,0,94,0,0,0
981,4,0,9,9,1029,38,0,6,95,0,0,0
982,5,0,9,8,1029,39,0,0,95,0,0,0
983,6,0,9,9,1029,39,0,0,95,0,0,0
984,7,100,9,9,1029,39,0,0,96,0,0,16
985,8,531,10,10,1030,39,0,4,96,0,0,79
986,9,856,10,10,1030,39,0,0,96,0,0,127
987,10,1249,11,11,1029,39,0,3,96,0,0,137
988,11,1512,12,11,1029,39,0,4,96,0,0,190
989,12,1545,12,11,1029,217,1,11,96,0,1,209
990,13,1084,12,11,1028,221,0,16,96,0,1,146
991,14,1762,13,12,1027,311,6,27,96,0,1,279
992,15,1773,12,11,1027,299,3,22,92,0,1,255
993,16,948,13,10,1027,307,3,35,78,0,1,283
994,17,571,13,9,1027,271,4,14,79,0,1,104
995,18,38,11,9,1027,296,8,12,84,0,1,5
996,21,0,10,7,1027,335,0,6,85,0,1,0
997,22,0,9,7,1027,327,1,6,87,0,1,0
998,23,0,9,7,1027,330,0,1,87,0,1,0
999,0,0,9,7,1027,330,0,1,88,0,0,0
1000,1,0,8,6,1026,330,0,0,87,0,0,0
1001,2,0,8,6,1026,330,0,0,88,0,0,0
1002,3,0,8,6,1026,330,0,0,87,0,0,0
1003,4,0,8,6,1026,330,0,0,87,0,0,0
1004,5,0,8,6,1026,330,0,0,87,0,0,0
1005,6,0,8,6,1026,5,0,9,88,0,0,0
1006,7,128,9,6,1026,20,0,4,83,0,0,21
1007,8,682,9,6,1026,0,0,0,81,0,0,244
1008,9,544,10,7,1026,345,0,8,79,0,0,366
1009,12,5275,13,6,1024,299,1,20,64,0,0,663
1010,13,4245,13,7,1023,336,8,19,64,0,0,642
1011,14,3076,13,7,1022,268,14,27,69,0,0,559
1012,15,946,13,7,1021,317,24,29,69,0,0,448
1013,16,705,12,7,1021,329,6,29,72,0,0,287
1014,17,483,12,8,1021,304,8,22,76,0,0,95
1015,21,0,9,7,1021,335,0,1,87,0,0,0
1016,22,0,9,7,1021,334,0,0,86,0,0,0
1017,23,0,10,8,1020,334,0,0,88,0,0,0
1018,0,0,10,8,1015,261,4,17,90,0,0,0
1019,1,0,9,8,1014,257,11,17,94,1,2,0
1020,2,0,10,10,1013,257,8,49,96,5,7,0
1021,3,0,9,8,1012,331,8,40,92,0,8,0
